Estado;Bacia;Nome Poço;;Campo;Operador;Número do Contrato;Período;Óleo (bbl/dia);Condensado (bbl/dia);Petróleo (bbl/dia);Gás Natural (Mm³/dia);;;Volume Gás Royalties (Mm³/dia);Água (bbl/dia);Instalação Destino;Tipo Instalação;Tempo de Produção (hs por mês);Período da Carga;Corrente;Grau API;Fração de Destilados;;;;;;% em Volumes;;;;;;;;;;;;;;;;Densidade GLP Gás;Densidade GLP Líquido;"PCS GP
(kJ/m³)";Data de atualização
;;ANP;Operador;;;;;;;;Associado;Não Associado;Gás Total;;;;;;;;;Leves;;Médios;;Pesados;;Metano;Etano;Propano;Iso-Butano;Butano;Iso-Pentano;n-Pentano;Hexanos;Heptanos;Octanos;Nonanos;Decanos;Undecanos;Oxigênio;Nitrogênio;Gás Carbônico;;;;
;;;;;;;;;;;;;;;;;;;;;;Corte;Volume;Corte;Volume;Corte;Volume;;;;;;;;;;;;;;;;;;;;
Espírito Santo;Espírito Santo;7-CNC-34-ES;7CNC34ES;CANCÃ;Seacrest;486100094912003;2023/03;43,1404;0,0000;43,1404;0,0480;0,0000;0,0480;1,48800;224,1013;Ponto de Coleta CNC-35;INSTALACAO EMB/DESEMB;685;2021/02;Espírito Santo;19,6;< 290ºC;20.1%;290ºC a 380ºC;14.5%;> 380ºC;65.4%;96,78;1,74;0,1;0,05;0,02;0,01;0,01;0;0,01;0;0,02;0;0;0;0,58;0,68;2,07845;537,4362;37725,8764;09/05/2023
Alagoas;Alagoas;7-TM-49-AL;7TM  0049  AL;TABULEIRO DOS MARTINS;Petrosynergy;480000038649733;2023/03;10,7517;0,0000;10,7517;0,0413;0,0000;0,0413;1,05200;21,4687;Estação Coletora de Tabuleiro dos Martins;INSTALACAO EMB/DESEMB;525;2015/07;Tabuleiro;26,2;< 290ºC;27.8%;290ºC a 380ºC;13.4%;> 380ºC;58.8%;85,99;4,48;5,12;0,98;1,38;0,3;0,22;0,12;0;0;0;0;0;0;1,06;0,35;2,02017;530,47671;38572,2572;09/05/2023
Rio Grande do Norte;Potiguar;7-ET-1118-RN;7ET1118RN;ESTREITO;Petrobras;480000037939797;2023/03;42,8636;0,0000;42,8636;0,0177;0,0000;0,0177;0,54900;479,8630;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;710;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;09/05/2023
Alagoas;Alagoas;7-PIR-67-AL;7PIR 0067  AL;PILAR;Origem Alagoas;480000038599701;2023/03;0,8510;0,0000;0,8510;7,3356;0,0000;7,3356;208,14100;0,1879;Estação Coletora de Pilar;INSTALACAO EMB/DESEMB;667;2017/02;Alagoano;40,8;< 210ºC;30.74%;210ºC a 500ºC;48.66%;> 500ºC;20.6%;86,27;4,72;2,71;0,47;1,15;0,36;0,36;0,41;0,17;0,21;0,06;0,02;0,07;0;2,31;0,71;2,05735;534,88286;37951,2624;09/05/2023
Alagoas;Alagoas;7-FU-104-AL;7FU  0104  AL;FURADO;Origem Alagoas;480000038549780;2023/03;0,0000;0,0000;0,0000;0,0000;0,9057;0,9057;28,07600;0,0000;Estação Coletora de Furado;INSTALACAO EMB/DESEMB;272;2017/02;Alagoano;40,8;< 210ºC;30.74%;210ºC a 500ºC;48.66%;> 500ºC;20.6%;81,18;9,38;3,51;0,53;0,91;0,21;0,28;0,28;0,02;0,07;0,01;0,01;0,02;0;3,37;0,22;2,0067;528,83947;39135,0095;09/05/2023
Rio Grande do Norte;Potiguar;1-STAR-11-RN;1PRR1RN;SABIÁ DA MATA;Potiguar E&P S.A.;48610009128200516;2023/03;31,2900;0,0000;31,2900;0,2820;0,0000;0,2820;8,74200;0,1560;Ponto de Coleta do PA-1STAR11RN-POT-T-749;INSTALACAO EMB/DESEMB;730;2021/02;Sabiá da Mata;27,16;< 270ºC;20.7%;270ºC a 458ºC;30.4%;> 458ºC;48.9%;98,38;0,037;0,058;0,13;0,107;0,1209;0,102;0,135;0,13;0;0,015;0,003;0;0,0101;0,542;0,23;2,31469;565,53475;37420,278;09/05/2023
Rio Grande do Norte;Potiguar;7-UPN-19-RN;7UPN 0019  RN;UPANEMA;Potiguar E&P S.A.;480000038339718;2023/03;22,2720;0,0000;22,2720;0,0943;0,0000;0,0943;2,91300;83,2324;Estação Coletora de Upanema;INSTALACAO EMB/DESEMB;711;;;;< ºC;%;;%;> ºC;%;89,3519;3,6438;2,1064;0,5252;0,657;0,2373;0,2243;0,2086;0,1143;0,0264;0,0008;0;0;0,0059;2,6684;0,2297;2,04749;533,72615;37666,8475;09/05/2023
Sergipe;Sergipe;9-CP-647-SE;9CP  0647  SE;CARMÓPOLIS;Carmo;480000038479714;2023/03;5,4863;0,0000;5,4863;0,0006;0,0000;0,0006;0,01900;239,8785;Estação Coletora de Jericó;INSTALACAO EMB/DESEMB;466;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;09/05/2023
Bahia;Recôncavo;1-IMET-3-BA;1PRP1BA;CARDEAL DO NORDESTE;Imetame;48610001440200898;2023/03;0,0000;9,9754;9,9754;0,0000;128,1715;128,1715;3.970,63500;1,4749;Ponto de Entrega Prosperidade I;INSTALACAO EMB/DESEMB;738;2023/02;Cardeal do Nordeste;61,4;< 210ºC;100%;210ºC a 500ºC;0%;> 500ºC;0%;84,5837;8,6509;3,2567;0,5646;0,9074;0,3126;0,2722;0,1109;0;0;0;0;0;0;1,1595;0,1815;2,01831;530,24052;39803,195;09/05/2023
Alagoas;Alagoas;7-TM-48-AL;7TM  0048  AL;TABULEIRO DOS MARTINS;Petrosynergy;480000038649733;2023/03;2,4390;0,0000;2,4390;0,0319;0,0000;0,0319;0,81200;4,9903;Estação Coletora de Tabuleiro dos Martins;INSTALACAO EMB/DESEMB;657;2015/07;Tabuleiro;26,2;< 290ºC;27.8%;290ºC a 380ºC;13.4%;> 380ºC;58.8%;85,99;4,48;5,12;0,98;1,38;0,3;0,22;0,12;0;0;0;0;0;0;1,06;0,35;2,02017;530,47671;38572,2572;09/05/2023
Rio Grande do Norte;Potiguar;7-ET-1147D-RN;7ET1147DRN;ESTREITO;Petrobras;480000037939797;2023/03;2,2668;0,0000;2,2668;0,0009;0,0000;0,0009;0,02900;236,1020;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;734;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;09/05/2023
Alagoas;Alagoas;7-PIR-53-AL;7PIR 0053  AL;PILAR;Origem Alagoas;480000038599701;2023/03;0,0000;0,0000;0,0000;0,3521;0,0000;0,3521;9,99000;0,0000;Estação Coletora de Pilar;INSTALACAO EMB/DESEMB;744;2017/02;Alagoano;40,8;< 210ºC;30.74%;210ºC a 500ºC;48.66%;> 500ºC;20.6%;86,27;4,72;2,71;0,47;1,15;0,36;0,36;0,41;0,17;0,21;0,06;0,02;0,07;0;2,31;0,71;2,05735;534,88286;37951,2624;09/05/2023
Alagoas;Alagoas;7-FU-103-AL;7FU  0103  AL;FURADO;Origem Alagoas;480000038549780;2023/03;14,1569;0,0000;14,1569;1,6128;0,0000;1,6128;49,99600;14,7689;Estação Coletora de Furado;INSTALACAO EMB/DESEMB;657;2017/02;Alagoano;40,8;< 210ºC;30.74%;210ºC a 500ºC;48.66%;> 500ºC;20.6%;81,18;9,38;3,51;0,53;0,91;0,21;0,28;0,28;0,02;0,07;0,01;0,01;0,02;0;3,37;0,22;2,0067;528,83947;39135,0095;09/05/2023
Rio Grande do Norte;Potiguar;7-SDM-23-RN;7-SDM-0023-RN;SABIÁ DA MATA;Potiguar E&P S.A.;48610009128200516;2023/03;32,8432;0,0000;32,8432;0,1796;0,0000;0,1796;5,56800;4,5518;Ponto de Coleta do PA-1STAR11RN-POT-T-749;INSTALACAO EMB/DESEMB;734;2021/02;Sabiá da Mata;27,16;< 270ºC;20.7%;270ºC a 458ºC;30.4%;> 458ºC;48.9%;98,38;0,037;0,058;0,13;0,107;0,1209;0,102;0,135;0,13;0;0,015;0,003;0;0,0101;0,542;0,23;2,31469;565,53475;37420,278;09/05/2023
Rio Grande do Norte;Potiguar;7-UPN-13-RN;7UPN 0013  RN;UPANEMA;Potiguar E&P S.A.;480000038339718;2023/03;5,7404;0,0000;5,7404;0,0325;0,0000;0,0325;1,00400;83,4670;Estação Coletora de Upanema;INSTALACAO EMB/DESEMB;285;;;;< ºC;%;;%;> ºC;%;89,3519;3,6438;2,1064;0,5252;0,657;0,2373;0,2243;0,2086;0,1143;0,0264;0,0008;0;0;0,0059;2,6684;0,2297;2,04749;533,72615;37666,8475;09/05/2023
Sergipe;Sergipe;9-CP-698-SE;9CP  0698  SE;CARMÓPOLIS;Carmo;480000038479714;2023/03;4,5506;0,0000;4,5506;0,0317;0,0000;0,0317;0,98300;296,0818;Estação Coletora de Jericó;INSTALACAO EMB/DESEMB;730;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;09/05/2023
Bahia;Recôncavo;1-IMET-10D-BA;1EVO1BA;CARDEAL DO NORDESTE;Imetame;48610001440200898;2023/03;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;Ponto de Entrega Prosperidade I;INSTALACAO EMB/DESEMB;0;2023/02;Cardeal do Nordeste;61,4;< 210ºC;100%;210ºC a 500ºC;0%;> 500ºC;0%;84,5837;8,6509;3,2567;0,5646;0,9074;0,3126;0,2722;0,1109;0;0;0;0;0;0;1,1595;0,1815;2,01831;530,24052;39803,195;09/05/2023
Sergipe;Sergipe;7-CP-1204-SE;7CP  1204  SE;CARMÓPOLIS;Carmo;480000038479714;2023/03;3,7493;0,0000;3,7493;0,0004;0,0000;0,0004;0,01300;903,3342;Estação Coletora de Santo Antônio;INSTALACAO EMB/DESEMB;743;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;09/05/2023
Rio Grande do Norte;Potiguar;7-ET-1119D-RN;7ET1119DRN;ESTREITO;Petrobras;480000037939797;2023/03;5,1970;0,0000;5,1970;0,0022;0,0000;0,0022;0,06700;504,3105;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;736;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;09/05/2023
Alagoas;Alagoas;7-PIR-281DP-AL;7PIR281DPAL;PILAR;Origem Alagoas;480000038599701;2023/03;17,9773;0,0000;17,9773;0,5309;0,0000;0,5309;15,06300;63,7221;Estação Coletora de Pilar;INSTALACAO EMB/DESEMB;671;2017/02;Alagoano;40,8;< 210ºC;30.74%;210ºC a 500ºC;48.66%;> 500ºC;20.6%;86,27;4,72;2,71;0,47;1,15;0,36;0,36;0,41;0,17;0,21;0,06;0,02;0,07;0;2,31;0,71;2,05735;534,88286;37951,2624;09/05/2023
Alagoas;Alagoas;7-FU-100-AL;7FU  0100  AL;FURADO;Origem Alagoas;480000038549780;2023/03;12,1002;0,0000;12,1002;0,6441;0,0000;0,6441;19,96600;19,0825;Estação Coletora de Furado;INSTALACAO EMB/DESEMB;739;2017/02;Alagoano;40,8;< 210ºC;30.74%;210ºC a 500ºC;48.66%;> 500ºC;20.6%;81,18;9,38;3,51;0,53;0,91;0,21;0,28;0,28;0,02;0,07;0,01;0,01;0,02;0;3,37;0,22;2,0067;528,83947;39135,0095;09/05/2023
Rio Grande do Norte;Potiguar;7-SDM-22-RN;7SDM0022RN;SABIÁ DA MATA;Potiguar E&P S.A.;48610009128200516;2023/03;14,8480;0,0000;14,8480;0,0715;0,0000;0,0715;2,21800;3,7828;Ponto de Coleta do PA-1STAR11RN-POT-T-749;INSTALACAO EMB/DESEMB;735;2021/02;Sabiá da Mata;27,16;< 270ºC;20.7%;270ºC a 458ºC;30.4%;> 458ºC;48.9%;98,38;0,037;0,058;0,13;0,107;0,1209;0,102;0,135;0,13;0;0,015;0,003;0;0,0101;0,542;0,23;2,31469;565,53475;37420,278;09/05/2023
Rio Grande do Norte;Potiguar;3-UPN-4-RN;3UPN 0004  RN;UPANEMA;Potiguar E&P S.A.;480000038339718;2023/03;2,4346;0,0000;2,4346;0,2985;0,0000;0,2985;9,21800;0,2688;Estação Coletora de Upanema;INSTALACAO EMB/DESEMB;731;;;;< ºC;%;;%;> ºC;%;89,3519;3,6438;2,1064;0,5252;0,657;0,2373;0,2243;0,2086;0,1143;0,0264;0,0008;0;0;0,0059;2,6684;0,2297;2,04749;533,72615;37666,8475;09/05/2023
Sergipe;Sergipe;9-CP-585-SE;9CP  0585  SE;CARMÓPOLIS;Carmo;480000038479714;2023/03;28,2380;0,0000;28,2380;0,0032;0,0000;0,0032;0,10000;175,1497;Estação Coletora de Jericó;INSTALACAO EMB/DESEMB;730;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;09/05/2023
Rio Grande do Norte;Potiguar;7-SDM-17-RN;7SDM0017RN;JANDUÍ;Potiguar E&P S.A.;48610009128200516;2023/03;23,9595;0,0000;23,9595;0,1661;0,0000;0,1661;5,14800;1,4822;Ponto de Coleta do PA-1STAR11RN-POT-T-749;INSTALACAO EMB/DESEMB;735;;;;< ºC;%;;%;> ºC;%;97,88;0,294;0,063;0,124;0,143;0,192;0,155;0,202;0,166;0,063;0,014;0;0;0;0,61;0,094;2,32248;566,33898;37522,9036;09/05/2023
Sergipe;Sergipe;7-CP-1534-SE;7CP1534SE;CARMÓPOLIS;Carmo;480000038479714;2023/03;4,8186;0,0000;4,8186;0,0005;0,0000;0,0005;0,01700;63,2006;Estação Coletora de Nova Magalhães;INSTALACAO EMB/DESEMB;318;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;09/05/2023
Rio Grande do Norte;Potiguar;7-ET-1090D-RN;7ET1090DRN;ESTREITO;Petrobras;480000037939797;2023/03;8,3072;0,0000;8,3072;0,0034;0,0000;0,0034;0,10600;521,0617;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;736;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;09/05/2023
Alagoas;Alagoas;7-PIR-277D-AL;7PIR277DAL;PILAR;Origem Alagoas;480000038599701;2023/03;189,8808;0,0000;189,8808;1,3018;0,0000;1,3018;36,93600;316,1640;Estação Coletora de Pilar;INSTALACAO EMB/DESEMB;717;2017/02;Alagoano;40,8;< 210ºC;30.74%;210ºC a 500ºC;48.66%;> 500ºC;20.6%;86,27;4,72;2,71;0,47;1,15;0,36;0,36;0,41;0,17;0,21;0,06;0,02;0,07;0;2,31;0,71;2,05735;534,88286;37951,2624;09/05/2023
Alagoas;Alagoas;7-FU-93-AL;7FU  0093  AL;FURADO;Origem Alagoas;480000038549780;2023/03;0,0000;0,0000;0,0000;0,0000;3,7422;3,7422;116,00900;0,0000;Estação Coletora de Furado;INSTALACAO EMB/DESEMB;422;2017/02;Alagoano;40,8;< 210ºC;30.74%;210ºC a 500ºC;48.66%;> 500ºC;20.6%;81,18;9,38;3,51;0,53;0,91;0,21;0,28;0,28;0,02;0,07;0,01;0,01;0,02;0;3,37;0,22;2,0067;528,83947;39135,0095;09/05/2023
Rio Grande do Norte;Potiguar;7-SDM-20-RN;7SDM0020RN;SABIÁ DA MATA;Potiguar E&P S.A.;480000038029786;2023/03;47,3542;0,0000;47,3542;0,1624;0,0000;0,1624;5,03300;0,9258;Ponto de Coleta do PA-1STAR11RN-POT-T-749;INSTALACAO EMB/DESEMB;735;2021/02;Sabiá da Mata;27,16;< 270ºC;20.7%;270ºC a 458ºC;30.4%;> 458ºC;48.9%;98,38;0,037;0,058;0,13;0,107;0,1209;0,102;0,135;0,13;0;0,015;0,003;0;0,0101;0,542;0,23;2,31469;565,53475;37420,278;09/05/2023
Rio Grande do Norte;Potiguar;1-UPN-1-RN;1UPN 0001  RN;UPANEMA;Potiguar E&P S.A.;480000038339718;2023/03;33,8213;0,0000;33,8213;0,3665;0,0000;0,3665;11,31800;700,3255;Estação Coletora de Upanema;INSTALACAO EMB/DESEMB;577;;;;< ºC;%;;%;> ºC;%;89,3519;3,6438;2,1064;0,5252;0,657;0,2373;0,2243;0,2086;0,1143;0,0264;0,0008;0;0;0,0059;2,6684;0,2297;2,04749;533,72615;37666,8475;09/05/2023
Sergipe;Sergipe;9-CP-727-SE;9CP  0727  SE;CARMÓPOLIS;Carmo;480000038479714;2023/03;42,5548;0,0000;42,5548;0,0048;0,0000;0,0048;0,15000;670,5165;Estação Coletora de Jericó;INSTALACAO EMB/DESEMB;657;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;09/05/2023
Rio Grande do Norte;Potiguar;7-SDM-15-RN;7SDM0015RN;JANDUÍ;Potiguar E&P S.A.;48610009128200516;2023/03;34,6461;0,0000;34,6461;0,4149;0,0000;0,4149;12,86100;1,8441;Ponto de Coleta do PA-1STAR11RN-POT-T-749;INSTALACAO EMB/DESEMB;732;;;;< ºC;%;;%;> ºC;%;97,88;0,294;0,063;0,124;0,143;0,192;0,155;0,202;0,166;0,063;0,014;0;0;0;0,61;0,094;2,32248;566,33898;37522,9036;09/05/2023
Sergipe;Sergipe;9-CP-816-SE;9CP  0816  SE;CARMÓPOLIS;Carmo;480000038479714;2023/03;5,0785;0,0000;5,0785;0,0006;0,0000;0,0006;0,01800;78,5319;Estação Coletora de Mercês;INSTALACAO EMB/DESEMB;464;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;09/05/2023
Rio Grande do Norte;Potiguar;7-ET-1257-RN;7ET1257RN;ESTREITO;Petrobras;480000037939797;2023/03;4,0632;0,0000;4,0632;0,0017;0,0000;0,0017;0,05200;491,4456;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;736;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;09/05/2023
Alagoas;Alagoas;7-PIR-187DA-AL;7PIR187DAAL;PILAR;Origem Alagoas;480000038599701;2023/03;0,0000;32,4635;32,4635;0,0000;1,2308;1,2308;34,92400;56,2737;Estação Coletora de Pilar;INSTALACAO EMB/DESEMB;744;2017/02;Alagoano;40,8;< 210ºC;30.74%;210ºC a 500ºC;48.66%;> 500ºC;20.6%;86,27;4,72;2,71;0,47;1,15;0,36;0,36;0,41;0,17;0,21;0,06;0,02;0,07;0;2,31;0,71;2,05735;534,88286;37951,2624;09/05/2023
Alagoas;Alagoas;7-FU-101-AL;7FU  0101  AL;FURADO;Origem Alagoas;480000038549780;2023/03;1,8247;0,0000;1,8247;1,3307;0,0000;1,3307;41,25300;7,1259;Estação Coletora de Furado;INSTALACAO EMB/DESEMB;619;2017/02;Alagoano;40,8;< 210ºC;30.74%;210ºC a 500ºC;48.66%;> 500ºC;20.6%;81,18;9,38;3,51;0,53;0,91;0,21;0,28;0,28;0,02;0,07;0,01;0,01;0,02;0;3,37;0,22;2,0067;528,83947;39135,0095;09/05/2023
Rio Grande do Norte;Potiguar;7-SDM-19-RN;7-SDM-0019-RN;SABIÁ DA MATA;Potiguar E&P S.A.;48610009128200516;2023/03;47,5299;0,0000;47,5299;0,8907;0,0000;0,8907;27,61300;0,2277;Ponto de Coleta do PA-1STAR11RN-POT-T-749;INSTALACAO EMB/DESEMB;734;2021/02;Sabiá da Mata;27,16;< 270ºC;20.7%;270ºC a 458ºC;30.4%;> 458ºC;48.9%;98,38;0,037;0,058;0,13;0,107;0,1209;0,102;0,135;0,13;0;0,015;0,003;0;0,0101;0,542;0,23;2,31469;565,53475;37420,278;09/05/2023
Rio Grande do Norte;Potiguar;3-BRSA-1-RN;3LOR41RN;PARDAL;Potiguar E&P S.A.;480000038079708;2023/03;19,1107;0,0000;19,1107;3,2648;0,0000;3,2648;101,21000;3,4923;Estação Coletora de Lorena;INSTALACAO EMB/DESEMB;744;;;;< ºC;%;;%;> ºC;%;81,096;8,9;5;1,17;1,6;0,46;0,49;0,33;0,15;0,05;0,01;0,002;0;0,006;0,6;0,136;2,04522;533,46421;40238,9734;09/05/2023
Sergipe;Sergipe;9-CP-841-SE;9CP  0841  SE;CARMÓPOLIS;Carmo;480000038479714;2023/03;6,8092;0,0000;6,8092;0,0008;0,0000;0,0008;0,02400;224,8343;Estação Coletora de Jericó;INSTALACAO EMB/DESEMB;623;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;09/05/2023
Rio Grande do Norte;Potiguar;7-SDM-13-RN;7SDM0013RN;JANDUÍ;Potiguar E&P S.A.;48610009128200516;2023/03;6,2801;0,0000;6,2801;0,2379;0,0000;0,2379;7,37500;0,0276;Ponto de Coleta do PA-1STAR11RN-POT-T-749;INSTALACAO EMB/DESEMB;722;;;;< ºC;%;;%;> ºC;%;97,88;0,294;0,063;0,124;0,143;0,192;0,155;0,202;0,166;0,063;0,014;0;0;0;0,61;0,094;2,32248;566,33898;37522,9036;09/05/2023
Sergipe;Sergipe;7-CP-1338D-SE;7CP  1338D SE;CARMÓPOLIS;Carmo;480000038479714;2023/03;2,8044;0,0000;2,8044;0,0003;0,0000;0,0003;0,01000;177,2714;Estação Coletora de Nova Magalhães;INSTALACAO EMB/DESEMB;278;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;09/05/2023
Rio Grande do Norte;Potiguar;7-ET-929-RN;7ET929RN;ESTREITO;Petrobras;480000037939797;2023/03;16,1894;0,0000;16,1894;0,0067;0,0000;0,0067;0,20700;212,3405;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;734;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;09/05/2023
Alagoas;Alagoas;7-PIR-268D-AL;7PIR268DAL;PILAR;Origem Alagoas;480000038599701;2023/03;63,2917;0,0000;63,2917;1,0108;0,0000;1,0108;28,68000;67,6887;Estação Coletora de Pilar;INSTALACAO EMB/DESEMB;731;2017/02;Alagoano;40,8;< 210ºC;30.74%;210ºC a 500ºC;48.66%;> 500ºC;20.6%;86,27;4,72;2,71;0,47;1,15;0,36;0,36;0,41;0,17;0,21;0,06;0,02;0,07;0;2,31;0,71;2,05735;534,88286;37951,2624;09/05/2023
Alagoas;Alagoas;7-FU-84-AL;7FU  0084  AL;FURADO;Origem Alagoas;480000038549780;2023/03;3,9031;0,0000;3,9031;0,5244;0,0000;0,5244;16,25700;48,2591;Estação Coletora de Furado;INSTALACAO EMB/DESEMB;655;2017/02;Alagoano;40,8;< 210ºC;30.74%;210ºC a 500ºC;48.66%;> 500ºC;20.6%;81,18;9,38;3,51;0,53;0,91;0,21;0,28;0,28;0,02;0,07;0,01;0,01;0,02;0;3,37;0,22;2,0067;528,83947;39135,0095;09/05/2023
Rio Grande do Norte;Potiguar;7-SDM-17-RN;7SDM0017RN;SABIÁ DA MATA;Potiguar E&P S.A.;48610009128200516;2023/03;55,2191;0,0000;55,2191;0,3827;0,0000;0,3827;11,86400;3,4158;Ponto de Coleta do PA-1STAR11RN-POT-T-749;INSTALACAO EMB/DESEMB;735;2021/02;Sabiá da Mata;27,16;< 270ºC;20.7%;270ºC a 458ºC;30.4%;> 458ºC;48.9%;98,38;0,037;0,058;0,13;0,107;0,1209;0,102;0,135;0,13;0;0,015;0,003;0;0,0101;0,542;0,23;2,31469;565,53475;37420,278;09/05/2023
Sergipe;Sergipe;7-RO-637D-SE;7RO637DSE;RIACHUELO;Carmo;480000038609782;2023/03;19,6325;0,0000;19,6325;0,0831;0,0000;0,0831;2,57600;18,3009;Estação Coletora de Coqueiro;INSTALACAO EMB/DESEMB;725;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;70,3123;3,8865;5,1379;1,8211;2,2484;1,109;0,5087;0,1323;0;0;0;0;0;0;0,9767;13,8671;2,09511;539,45807;32729,0497;09/05/2023
Sergipe;Sergipe;9-CP-844-SE;9CP  0844  SE;CARMÓPOLIS;Carmo;480000038479714;2023/03;1,8770;0,0000;1,8770;0,0002;0,0000;0,0002;0,00700;197,0654;Estação Coletora de Jericó;INSTALACAO EMB/DESEMB;446;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;09/05/2023
Rio Grande do Norte;Potiguar;7-SDM-12-RN;7-SDM-0012-RN;JANDUÍ;Potiguar E&P S.A.;48610009128200516;2023/03;13,9504;0,0000;13,9504;0,1389;0,0000;0,1389;4,30500;0,1453;Ponto de Coleta do PA-1STAR11RN-POT-T-749;INSTALACAO EMB/DESEMB;735;;;;< ºC;%;;%;> ºC;%;97,88;0,294;0,063;0,124;0,143;0,192;0,155;0,202;0,166;0,063;0,014;0;0;0;0,61;0,094;2,32248;566,33898;37522,9036;09/05/2023
Sergipe;Sergipe;7-CP-1811-SE;7CP1811SE;CARMÓPOLIS;Carmo;480000038479714;2023/03;8,8940;0,0000;8,8940;0,0010;0,0000;0,0010;0,03100;193,9546;Estação Coletora de Entre Rios;INSTALACAO EMB/DESEMB;529;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;09/05/2023
